"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Malaria","Confirmed cases","Age standardised rate","N/100000","2011","UK","United Kingdom",2.698620750,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","AT","Austria",0.335031840,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","BE","Belgium",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","BG","Bulgaria",0.208506680,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","CY","Cyprus",0.094992450,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","CZ","Czech Republic",0.233656260,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","DE","Germany",0.709143550,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","DK","Denmark",1.263182540,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","EE","Estonia",0.453524820,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","EL","Greece",0.908540350,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","ES","Spain",0.882447420,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","EU_EEA31","EU/EEA",0.905907000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","EU28","EU",0.907694000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","FI","Finland",0.897535440,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","FR","France",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","HR","Croatia",0.549707990,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","HU","Hungary",0.050254650,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","IE","Ireland",1.377919990,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","IT","Italy",1.122350040,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","LT","Lithuania",0.217172400,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","LU","Luxembourg",1.282167190,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","LV","Latvia",0.153509490,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","MT","Malta",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","NL","Netherlands",1.193473000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","NO","Norway",0.752666600,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","PL","Poland",0.052773210,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","PT","Portugal",0.676746340,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","RO","Romania",0.155791750,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","SE","Sweden",0.955090870,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","SI","Slovenia",0.328997870,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","SK","Slovakia",0.103726070,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2012","UK","United Kingdom",2.210724720,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","AT","Austria",0.499918600,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","BE","Belgium",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","BG","Bulgaria",0.107647940,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","CY","Cyprus",0.316811470,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","CZ","Czech Republic",0.251809000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","DE","Germany",0.817007180,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","DK","Denmark",1.165469930,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","EE","Estonia",0.239750060,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","EL","Greece",0.233382010,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","ES","Spain",1.102436240,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","EU_EEA31","EU/EEA",0.989948000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","EU28","EU",0.984568000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","FI","Finland",0.757934550,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","FR","France",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","HR","Croatia",0.000000000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","HU","Hungary",0.051610850,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","IE","Ireland",1.493579240,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","IT","Italy",1.170856180,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","LT","Lithuania",0.296238090,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","LU","Luxembourg",0.709453470,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","LV","Latvia",0.203112570,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","MT","Malta",1.132826080,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","NL","Netherlands",1.003551320,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","NO","Norway",1.446257630,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","PL","Poland",0.091396580,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","PT","Portugal",1.112337140,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","RO","Romania",0.212294570,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","SE","Sweden",1.322400500,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","SI","Slovenia",0.133553090,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","SK","Slovakia",0.069684200,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2013","UK","United Kingdom",2.411361500,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","AT","Austria",0.813026990,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","BE","Belgium",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","BG","Bulgaria",0.137781680,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","CY","Cyprus",0.890721620,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","CZ","Czech Republic",0.284170500,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","DE","Germany",1.368547890,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","DK","Denmark",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","EE","Estonia",0.237917340,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","EL","Greece",0.358003000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","ES","Spain",1.489038740,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","EU_EEA31","EU/EEA",1.267413000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","EU28","EU",1.254688000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","FI","Finland",0.785924670,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","FR","France",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","HR","Croatia",0.145013640,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","HU","Hungary",0.153289090,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","IE","Ireland",1.684262480,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","IT","Italy",1.237537490,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","LT","Lithuania",0.153185010,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","LU","Luxembourg",0.523122340,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","LV","Latvia",0.314617150,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","MT","Malta",0.698189130,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","NL","Netherlands",1.705420040,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","NO","Norway",2.338361830,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","PL","Poland",0.048130020,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","PT","Portugal",1.408220090,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","RO","Romania",0.231200180,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","SE","Sweden",3.841407650,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","SI","Slovenia",0.347114070,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","SK","Slovakia",0.089236730,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2014","UK","United Kingdom",2.411549990,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","AT","Austria",0.969310450,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","BE","Belgium",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","BG","Bulgaria",0.291554330,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","CY","Cyprus",0.333329080,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","CZ","Czech Republic",0.264478710,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","DE","Germany",1.444993320,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","DK","Denmark",1.881014650,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","EE","Estonia",0.315431900,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","EL","Greece",0.839530770,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","ES","Spain",1.519387630,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","EU_EEA31","EU/EEA",1.355625000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","EU28","EU",1.349589000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","FI","Finland",0.779506980,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","FR","France",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","HR","Croatia",0.155950800,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","HU","Hungary",0.125314740,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","IE","Ireland",1.785996570,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","IT","Italy",1.238062960,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","LT","Lithuania",0.276858880,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","LU","Luxembourg",0.176044250,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","LV","Latvia",0.056318590,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","MT","Malta",1.684452020,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","NL","Netherlands",4.208912340,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","NO","Norway",1.859029230,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","PL","Poland",0.072705490,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","PT","Portugal",1.898273070,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","RO","Romania",0.146332460,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","SE","Sweden",2.742118670,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","SI","Slovenia",0.231614960,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2015","UK","United Kingdom",2.229607700,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","AT","Austria",0.984406880,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","BE","Belgium",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","BG","Bulgaria",0.431283090,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","CY","Cyprus",0.110531130,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","CZ","Czech Republic",0.352917630,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","DE","Germany",1.274829520,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","DK","Denmark",1.889602290,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","EE","Estonia",0.078857970,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","EL","Greece",1.237035600,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","ES","Spain",1.633821060,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","EU_EEA31","EU/EEA",1.273804000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","EU28","EU",1.271753000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","FI","Finland",0.954596350,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","FR","France",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","HR","Croatia",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","HU","Hungary",0.177257770,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","IE","Ireland",1.870820740,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","IS","Iceland",0.661782830,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","IT","Italy",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","LT","Lithuania",0.099952550,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","LU","Luxembourg",0.940737780,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","LV","Latvia",0.148611240,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","MT","Malta",1.710821450,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","NL","Netherlands",1.503534730,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","NO","Norway",1.483055470,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","PL","Poland",0.096259410,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","PT","Portugal",1.892717150,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","RO","Romania",0.101897600,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","SE","Sweden",1.678313090,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","SI","Slovenia",0.281810620,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","SK","Slovakia",0.070269960,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2016","UK","United Kingdom",2.517783170,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","AT","Austria",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","BE","Belgium",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","BG","Bulgaria",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","CY","Cyprus",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","CZ","Czech Republic",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","DE","Germany",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","DK","Denmark",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","EE","Estonia",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","EL","Greece",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","ES","Spain",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","EU_EEA31","EU/EEA",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","EU28","EU",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","FI","Finland",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","FR","France",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","HR","Croatia",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","HU","Hungary",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","IE","Ireland",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","IS","Iceland",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","IT","Italy",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","LT","Lithuania",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","LU","Luxembourg",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","LV","Latvia",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","MT","Malta",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","NL","Netherlands",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","NO","Norway",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","PL","Poland",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","PT","Portugal",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","RO","Romania",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","SE","Sweden",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","SI","Slovenia",-,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Age standardised rate","N/100000","2017","UK","United Kingdom",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2008","AT","Austria",0.686086600,""
